stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   6.29127] added dtor for bitmap 000000000b272d20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29130] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29131] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29133] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29134] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29135] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29136] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29137] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29138] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.29139] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.29140] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.29141] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.29142] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.29157] added dtor for bitmap 0000000002717320, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29161] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29163] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29164] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29165] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29166] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29167] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.29168] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.29169] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.29170] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.29171] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.29183] added dtor for bitmap 00000000027174d0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29189] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29191] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29192] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29193] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29194] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29195] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29196] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29197] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29198] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.29198] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.29199] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.29200] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.29201] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.29211] added dtor for bitmap 000000000b27efe0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29213] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29214] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29215] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29216] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29217] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29218] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29219] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29220] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.29221] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.29221] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.29222] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.29223] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.29224] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.29255] added dtor for bitmap 000000000b27f190, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.29259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.29261] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.29458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.29460] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.29493] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.29496] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.29524] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.29527] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.29561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.29564] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.31333] removed dtor for bitmap 000000000b272d20
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.31339] removed dtor for bitmap 0000000002717320
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.31344] removed dtor for bitmap 00000000027174d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.31351] removed dtor for bitmap 000000000b27efe0
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.31358] removed dtor for bitmap 000000000b27f190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.31395] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.31397] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.77402] removed dtor for bitmap 0000000002716090
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77419] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77420] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77421] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77424] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77425] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77426] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   8.77427] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   8.77428] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   8.77429] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   8.77430] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   8.77447] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77449] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77450] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77451] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77452] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77453] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77454] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77455] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77456] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77456] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   8.77457] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   8.77458] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   8.77459] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   8.77460] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   8.77473] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77476] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77477] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77478] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77484] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77485] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77486] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77487] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77488] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77489] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   8.77490] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   8.77491] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   8.77492] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   8.77493] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   8.77507] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77509] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77511] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77512] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77513] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77513] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77514] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77515] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77516] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77517] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   8.77518] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   8.77519] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   8.77520] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   8.77521] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   8.77534] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77536] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77538] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77539] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77540] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77541] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77541] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77542] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   8.77543] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   8.77544] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   8.77545] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   8.77546] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   8.77547] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   8.77560] added dtor for bitmap 000000000b25a2a0, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.77563] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.77566] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.77831] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.77834] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.77881] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.77883] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.77932] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.77935] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.79463] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.79468] removed dtor for bitmap 000000000b27fe20
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.79470] removed dtor for bitmap 000000000b27fc70
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.79483] removed dtor for bitmap 000000000b25a2a0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.79519] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.79522] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.39119] removed dtor for bitmap 000000000b27f910
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39130] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39133] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39134] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39135] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39136] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39138] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39139] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39140] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   9.39141] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   9.39142] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   9.39143] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   9.39144] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   9.39155] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39157] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39158] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39161] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39163] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39164] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39165] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   9.39171] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   9.39173] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   9.39174] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   9.39175] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   9.39201] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39205] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39206] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39207] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39208] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39209] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39210] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39211] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39213] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39214] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   9.39215] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   9.39216] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   9.39217] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   9.39218] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   9.39233] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39235] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39236] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39237] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39238] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39239] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39240] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39242] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39243] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39244] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   9.39245] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   9.39246] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   9.39247] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   9.39248] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   9.39261] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39264] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39265] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39266] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39267] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39268] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39269] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39270] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39274] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39275] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   9.39276] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   9.39277] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   9.39279] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   9.39280] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   9.39290] added dtor for bitmap 000000000b259be0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39294] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39295] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39297] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39298] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39299] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39300] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39301] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39302] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   9.39304] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   9.39305] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   9.39306] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   9.39307] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   9.39308] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   9.39323] added dtor for bitmap 000000000b25b380, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.39326] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.39328] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.39631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.39634] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.39692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.39695] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.39744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.39747] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.39807] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.39810] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.41706] removed dtor for bitmap 000000000b27fc70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.41712] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.41718] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.41725] removed dtor for bitmap 000000000b259be0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.41730] removed dtor for bitmap 000000000b25b380
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.41771] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.41774] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.29067] removed dtor for bitmap 000000000b27fe20
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29083] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29084] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29086] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29087] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29088] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29089] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29090] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29091] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29093] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.29094] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.29095] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.29096] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.29097] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.29116] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29118] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29119] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29120] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29121] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29122] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29123] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29124] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29125] Fake format
